Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A760736,*Barks,10/23/2017 11:32,10/23/2017 11:32,520 Sacramento Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A760741,,10/23/2017 11:42,10/23/2017 11:42,Blacno Vista Cove in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A760739,,10/23/2017 11:42,10/23/2017 11:42,Blacno Vista Cove in Del Valle (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Silver Tabby
A760742,,10/23/2017 11:42,10/23/2017 11:42,Blacno Vista Cove in Del Valle (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby/White
A760740,,10/23/2017 11:42,10/23/2017 11:42,Blacno Vista Cove in Del Valle (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Silver Tabby/White
A760743,,10/23/2017 11:53,10/23/2017 11:53,Oxen Way Oxsheer Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,American Shorthair Mix,Black/Black
A760744,Ollie,10/23/2017 11:56,10/23/2017 11:56,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Persian Mix,Black/White
A760746,,10/23/2017 12:13,10/23/2017 12:13,1901 Montopolis Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Shih Tzu Mix,Black/White
A760750,Bhris,10/23/2017 12:15,10/23/2017 12:15,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Black/Tricolor
A760748,,10/23/2017 12:19,10/23/2017 12:19,8700 Cretys Cove in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie/White
A760747,Emma,10/23/2017 12:19,10/23/2017 12:19,Del Valle (TX),Stray,Normal,Dog,Intact Female,3 years,Great Pyrenees Mix,White
A760749,Jonathan,10/23/2017 12:22,10/23/2017 12:22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Siberian Husky,Red/White
A760756,,10/23/2017 13:00,10/23/2017 13:00,2206 Blue Meadow Drive in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Labrador Retriever Mix,Black/White
A531549,Gizmo,10/23/2017 13:11,10/23/2017 13:11,Manchaca Road And Berkley Avenue in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Chihuahua Longhair Mix,Brown/White
A760759,Ceni,10/23/2017 13:20,10/23/2017 13:20,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Siamese Mix,Blue Point/Cream
A760758,Milktea,10/23/2017 13:20,10/23/2017 13:20,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,8 years,Siamese Mix,Flame Point
A760760,*Spoon,10/23/2017 14:09,10/23/2017 14:09,William Cannon And Interstate 35 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black/White
A718299,Harley,10/23/2017 14:42,10/23/2017 14:42,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Pit Bull Mix,Brown/White
A760764,Princess,10/23/2017 14:54,10/23/2017 14:54,812 & 183 in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Pit Bull Mix,Tan/White
A760763,Chula,10/23/2017 14:54,10/23/2017 14:54,812 & 183 in Austin (TX),Stray,Normal,Dog,Spayed Female,11 years,Pit Bull Mix,White/Tan
A675366,Braker,10/23/2017 15:06,10/23/2017 15:06,500 E 7Th in Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black
A760765,Trigger,10/23/2017 15:32,10/23/2017 15:32,12860 Research Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Brown/White
A760735,,10/23/2017 15:43,10/23/2017 15:43,1708 Cherry Orchard Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A760766,,10/23/2017 15:43,10/23/2017 15:43,1708 Cherry Orchard Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White
A760767,,10/23/2017 15:53,10/23/2017 15:53,15 Waller St in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Bat Mix,Black
A760768,,10/23/2017 16:07,10/23/2017 16:07,1421 Windcrest Dr in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown
A760774,,10/23/2017 16:55,10/23/2017 16:55,Slaughter And Manchaca in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,American Shorthair Mix,Brown Tabby/Black
A760776,Emmy Lou,10/23/2017 17:09,10/23/2017 17:09,Nuckols Crossing And Viewpoint in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Labrador Retriever Mix,Black/White
A760777,*Barb,10/23/2017 17:24,10/23/2017 17:24,6700 Cooper Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Tortie/White
A547090,Brownie,10/23/2017 17:43,10/23/2017 17:43,Gonzales And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Boxer,Brown/White
A760779,Marpoysa,10/23/2017 17:43,10/23/2017 17:43,Gonzales And Pleasant Valley in Austin (TX),Stray,Normal,Dog,Unknown,2 years,Labrador Retriever,Black/White
A760780,,10/23/2017 18:32,10/23/2017 18:32,1300 Southport Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,White/Brown
A760786,*Waffles,10/23/2017 18:41,10/23/2017 18:41,Circle Dr And Bee Caves Road in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Anatol Shepherd,Tan/Tan
A760785,,10/23/2017 18:41,10/23/2017 18:41,Circle Dr And Bee Caves Road in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Great Pyrenees Mix,Tan/White
A760782,*River,10/23/2017 18:51,10/23/2017 18:51,6918 Pondsdale Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A760783,*Eddy,10/23/2017 18:51,10/23/2017 18:51,6918 Pondsdale Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A760781,*Brook,10/23/2017 18:51,10/23/2017 18:51,6918 Pondsdale Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A760784,Bacon,10/23/2017 18:59,10/23/2017 18:59,9300 S Ih 35 in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
A760787,*Hermione,10/23/2017 19:09,10/23/2017 19:09,2101 Barton Skyway in Austin (TX),Stray,Normal,Cat,Spayed Female,1 year,Domestic Longhair Mix,Calico
A760789,Diablo,10/23/2017 22:03,10/23/2017 22:03,21101 Hog Eye in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Tan/White
A602054,Snacks,10/24/2017 11:09,10/24/2017 11:09,Manchaca And Ditmar in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Miniature Pinscher,Black/Tan
A760795,*Izzy,10/24/2017 11:09,10/24/2017 11:09,Hymeadow Drive And Meadowheath Drive in Austin (TX),Stray,Normal,Dog,Intact Female,11 years,Cavalier Span Mix,Black/White
A760793,*Bailey,10/24/2017 11:14,10/24/2017 11:14,8003 South Interstate Highway 35 in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Smooth Fox Terrier/Labrador Retriever,Tan
A760796,,10/24/2017 11:39,10/24/2017 11:39,3520 Victorine Lane in Del Valle (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
A760797,,10/24/2017 11:39,10/24/2017 11:39,3520 Victorine Lane in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Gray/White
A760798,*Pippa,10/24/2017 12:02,10/24/2017 12:02,121 Woodward Satreet in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A760799,*Misty,10/24/2017 12:14,10/24/2017 12:14,1117 Estes Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black
A760800,,10/24/2017 12:14,10/24/2017 12:14,8017 Gessner Drive in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,Siamese,Calico Point/Gray
A760806,*Edgar,10/24/2017 12:29,10/24/2017 12:29,Cameron Road And Saint Johns in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/Brown
A760804,*Allan,10/24/2017 12:29,10/24/2017 12:29,Cameron Road And Saint Johns in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown
A760803,,10/24/2017 12:37,10/24/2017 12:37,4705 Edge Creek Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue
A760805,*Willow,10/24/2017 12:38,10/24/2017 12:38,8608 Evelyn Road in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Siberian Husky Mix,Gray/White
A760807,,10/24/2017 12:47,10/24/2017 12:47,15635 Vision Dr in Austin (TX),Stray,Injured,Bird,Intact Male,2 years,Peafowl,Gray/Blue
A760808,Nova,10/24/2017 12:48,10/24/2017 12:48,2629 Market Garden Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Pug,Brown/Black
A760812,,10/24/2017 12:52,10/24/2017 12:52,8118 Raintree Place in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A698591,Tallulah,10/24/2017 12:55,10/24/2017 12:55,East 11Th Street And Prospect Avenue in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,Brown Merle/White
A759670,Maddie,10/24/2017 12:55,10/24/2017 12:55,12400 Dwight Eisenhower in Manor (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair/Dachshund,Tan/Brown
A760809,Chico,10/24/2017 12:55,10/24/2017 12:55,12400 Dwight Eisenhower in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Dachshund/Chihuahua Shorthair,Brown
A760810,Jake,10/24/2017 13:15,10/24/2017 13:15,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,9 years,Labrador Retriever Mix,Yellow
A760811,Emma,10/24/2017 13:17,10/24/2017 13:17,Pearce Lane And Hayride Road in Del Valle (TX),Stray,Normal,Dog,Intact Female,4 months,Catahoula,Black/White
A760814,,10/24/2017 13:34,10/24/2017 13:34,1700 Congress in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A760817,,10/24/2017 13:34,10/24/2017 13:34,1700 Congress in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A760816,,10/24/2017 13:34,10/24/2017 13:34,1700 Congress in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A760815,,10/24/2017 13:34,10/24/2017 13:34,1700 Congress in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A760818,*Batman,10/24/2017 13:39,10/24/2017 13:39,6506 Bob Wentz Park Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd Mix,Black/Tan
A760432,,10/24/2017 13:56,10/24/2017 13:56,11611 Raymond C Ewry Lane in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
A760820,,10/24/2017 13:56,10/24/2017 13:56,11611 Raymond C Ewry Lane in Austin (TX),Stray,Normal,Cat,Unknown,6 months,Domestic Shorthair,Brown Tabby
A760821,,10/24/2017 14:06,10/24/2017 14:06,221 W 6Th in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A760823,*Edison,10/24/2017 14:08,10/24/2017 14:08,9810 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Cairn Terrier/Yorkshire Terrier,White/Gray
A760824,Mimi,10/24/2017 14:08,10/24/2017 14:08,9810 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Cairn Terrier/Yorkshire Terrier,White/Gray
A760822,*Luke,10/24/2017 14:08,10/24/2017 14:08,9810 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair/Dachshund,Red
A754799,Harley,10/24/2017 14:16,10/24/2017 14:16,Round Rock (TX),Owner Surrender,Normal,Dog,Neutered Male,4 months,Labrador Retriever Mix,Brown/White
A760827,,10/24/2017 14:35,10/24/2017 14:35,55 East  North Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A760828,,10/24/2017 14:35,10/24/2017 14:35,55 East  North Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A760830,Pete,10/24/2017 15:00,10/24/2017 15:00,4411 Gillis Street in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,Chihuahua Longhair Mix,Black/Tricolor
A760832,,10/24/2017 15:34,10/24/2017 15:34,12151 N Ih 35 in Austin (TX),Stray,Injured,Dog,Intact Male,5 years,Cocker Spaniel,Chocolate
A760833,Fifi,10/24/2017 15:38,10/24/2017 15:38,6404 Fareast Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Shih Tzu Mix,White/Tan
A760835,,10/24/2017 15:44,10/24/2017 15:44,7004 2244 Rd in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat,Brown
A760842,Zoe,10/24/2017 15:57,10/24/2017 15:57,13021 Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Labrador Retriever Mix,Tan/White
A690277,Trixie,10/24/2017 16:17,10/24/2017 16:17,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Medium Hair Mix,Calico
A760845,Sammy,10/24/2017 16:19,10/24/2017 16:19,Bella Parkway  And Old Highway 20 in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Brown/Black
A760846,Beasley Roe,10/24/2017 16:19,10/24/2017 16:19,Bella Parkway  And Old Highway 20 in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Brown
A760850,,10/24/2017 17:16,10/24/2017 17:16,2804 Townes Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Longhair Mix,Sable/White
A760849,Max,10/24/2017 17:16,10/24/2017 17:16,2804 Townes Lane in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Chihuahua Shorthair Mix,Buff
A760851,Hoss,10/24/2017 17:28,10/24/2017 17:28,Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
A760852,Scoria,10/24/2017 17:53,10/24/2017 17:53,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Calico
A760854,*Lightening,10/24/2017 18:07,10/24/2017 18:07,2300 N Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,5 weeks,Domestic Shorthair Mix,Torbie
A760853,*Thunder,10/24/2017 18:07,10/24/2017 18:07,2300 N Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,5 weeks,Domestic Shorthair Mix,Black Tabby
A760855,*Auggie,10/24/2017 18:12,10/24/2017 18:12,7707 Coulver in Travis (TX),Stray,Normal,Dog,Intact Male,6 months,Dachshund Mix,Black
A760860,,10/24/2017 21:45,10/24/2017 21:45,2318 Dowd Ln in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A760863,*Jaycee,10/24/2017 21:56,10/24/2017 21:56,16001 Remington Reserve Way in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Chihuahua Shorthair Mix,Tricolor
A760865,,10/24/2017 22:02,10/24/2017 22:02,500 W Cesar Chavez in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A760864,,10/24/2017 22:02,10/24/2017 22:02,500 W 2Nd in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A760866,*Triton,10/25/2017 7:17,10/25/2017 7:17,7404 Mc Neil Dr in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A760868,*Nancy,10/25/2017 9:41,10/25/2017 9:41,Springdale And Overhill in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie
A760869,*Ella,10/25/2017 9:54,10/25/2017 9:54,Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Mastiff Mix,Black
A760870,*Annette,10/25/2017 9:54,10/25/2017 9:54,9345 East Highway 290 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Rottweiler,Black/Brown
A760872,,10/25/2017 11:11,10/25/2017 11:11,3105 South Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Medium Hair Mix,Torbie/White
A760873,Butter Bean,10/25/2017 11:14,10/25/2017 11:14,6113 Palm Cir in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Brown
A760875,,10/25/2017 11:21,10/25/2017 11:21,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,White/Gray
A760874,*Toby,10/25/2017 11:24,10/25/2017 11:24,6113 Palm Cir in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,White/Tricolor
A760876,Babyclarence,10/25/2017 11:42,10/25/2017 11:42,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Siamese Mix,Flame Point
A760878,,10/25/2017 12:31,10/25/2017 12:31,2425 E Stassney in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Pit Bull Mix,Brown Brindle/White
A760879,Bishop,10/25/2017 12:44,10/25/2017 12:44,8600 Panadero Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Mastiff Mix,Tan
A760880,Ophelia,10/25/2017 12:44,10/25/2017 12:44,8600 Panadero Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,German Shepherd/Australian Cattle Dog,Tricolor
A760881,,10/25/2017 12:51,10/25/2017 12:51,Highway 290 And Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Belgian Malinois Mix,Tan/Black
A754987,Holly,10/25/2017 13:04,10/25/2017 13:04,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,4 months,German Shepherd/Labrador Retriever,Tan/Black
A662953,Duke,10/25/2017 13:06,10/25/2017 13:06,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Tricolor
A760882,*Pearl,10/25/2017 13:09,10/25/2017 13:09,183 @ Mc Neil in Travis (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,Fawn/White
A760886,Diamond,10/25/2017 13:23,10/25/2017 13:23,Galewood Dr in Austin (TX),Stray,Aged,Dog,Spayed Female,13 years,Cairn Terrier Mix,Tan/White
A760885,Tasha,10/25/2017 13:29,10/25/2017 13:29,Voelker Reinhardt Way And Shadowglen Trace in Manor (TX),Stray,Normal,Dog,Intact Female,3 years,Yorkshire Terrier/Shih Tzu,Buff/Gray
A760887,,10/25/2017 13:52,10/25/2017 13:52,Ross Road  And Elroy Road in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Standard Poodle/Jack Russell Terrier,White
A760888,Shay,10/25/2017 14:00,10/25/2017 14:00,Plains View Drive And Fallenash Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,16 years,Rat Terrier,White/Black
A760751,Frankie,10/25/2017 14:02,10/25/2017 14:02,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Australian Shepherd Mix,Red Merle/White
A760889,*Forley,10/25/2017 14:10,10/25/2017 14:10,4710 Blueberry Trl in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Boxer Mix,White/Brown
A760890,,10/25/2017 14:28,10/25/2017 14:28,4701 S Ih 35 in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown
A760891,,10/25/2017 14:48,10/25/2017 14:48,302 Carmen Court in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix,Black Brindle/White
A760896,*Huck,10/25/2017 15:57,10/25/2017 15:57,Elroy Road And Ross Road in Del Valle (TX),Stray,Normal,Dog,Intact Male,4 years,Basset Hound Mix,Brown/White
A760900,,10/25/2017 16:12,10/25/2017 16:12,Howard Lane And Titanium Drive in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Pit Bull Mix,Black/White
A760899,,10/25/2017 16:12,10/25/2017 16:12,Howard Lane And Titanium Drive in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Pit Bull Mix,Black/White
A760901,,10/25/2017 16:13,10/25/2017 16:13,2400 Audubon Place in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A760903,*Donnie,10/25/2017 16:13,10/25/2017 16:13,2400 Audubon Place in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black
A760902,,10/25/2017 16:13,10/25/2017 16:13,2400 Audubon Place in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A760909,,10/25/2017 16:22,10/25/2017 16:22,508 East Howard Lane Lot 1 in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Orange Tabby
A760904,,10/25/2017 16:22,10/25/2017 16:22,508 East Howard Lane in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A760905,,10/25/2017 16:31,10/25/2017 16:31,5001 Freidrich in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,German Shepherd Mix,Tricolor
A760908,,10/25/2017 16:48,10/25/2017 16:48,7301 Hillcroft Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby/White
A755275,Booboo,10/25/2017 16:50,10/25/2017 16:50,4904 Westgate Blvd in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Australian Shepherd/German Shepherd,Brown/Tan
A760910,,10/25/2017 17:13,10/25/2017 17:13,6931 Mckinney Falls Parkway in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Tan
A377750,Lucy,10/25/2017 17:17,10/25/2017 17:17,South 1St Street And Highway 71 in Austin (TX),Stray,Normal,Dog,Spayed Female,13 years,Australian Cattle Dog Mix,White/Brown
A760912,,10/25/2017 17:22,10/25/2017 17:22,1700 Congress in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A694963,Sheba,10/25/2017 18:37,10/25/2017 18:37,Anchor Lane And Manorwood Road in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,Blue/White
A760915,*Scratch,10/25/2017 19:51,10/25/2017 19:51,1405 Montopolis Dr in Austin (TX),Stray,Injured,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black
A760917,,10/25/2017 21:53,10/25/2017 21:53,4251 Gattis School in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A760826,*Nicodemus,10/26/2017 9:42,10/26/2017 9:42,6310 Treadwell in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A760925,,10/26/2017 9:49,10/26/2017 9:49,Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat Mix,Black
A760926,,10/26/2017 10:08,10/26/2017 10:08,2250 Ridgepoint in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan
A760933,,10/26/2017 10:56,10/26/2017 10:56,Austin (TX),Stray,Normal,Cat,Unknown,1 week,American Shorthair Mix,Orange Tabby/White
A739735,Caramelo,10/26/2017 11:08,10/26/2017 11:08,Green Grove And Fm 979 in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Longhair/Norfolk Terrier,Brown
A760927,,10/26/2017 11:08,10/26/2017 11:08,Green Grove And Fm 979 in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Dachshund Wirehair/Norfolk Terrier,Tan
A760928,*Cita,10/26/2017 11:18,10/26/2017 11:18,Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Tan
A760930,*Bodie,10/26/2017 11:18,10/26/2017 11:18,Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black
A760932,,10/26/2017 11:49,10/26/2017 11:49,1701 Congress Ave in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
